snapped_at,Close,market_cap,total_volume
2023-12-23 00:00:00 UTC,44003.69602,8.61823E+11,20833936535
2023-12-24 00:00:00 UTC,43752.03088,8.5685E+11,9872050976
2023-12-25 00:00:00 UTC,43034.97106,8.45029E+11,18313974070
2023-12-26 00:00:00 UTC,43638.2363,8.54525E+11,18744716867
2023-12-27 00:00:00 UTC,42516.42694,8.32472E+11,20477744540
2023-12-28 00:00:00 UTC,43418.46778,8.49194E+11,23244754807
2023-12-29 00:00:00 UTC,42600.65063,8.36073E+11,20336573644
2023-12-30 00:00:00 UTC,42074.70716,8.22934E+11,24832397519
2023-12-31 00:00:00 UTC,42220.6114,8.26609E+11,14727224645
2024-01-01 00:00:00 UTC,42208.20218,8.27596E+11,14183728910
2024-01-02 00:00:00 UTC,44168.68119,8.63805E+11,16958999498
2024-01-03 00:00:00 UTC,44994.67389,8.78395E+11,39089952716
2024-01-04 00:00:00 UTC,42821.55899,8.38208E+11,43146162598
2024-01-05 00:00:00 UTC,44195.57856,8.66353E+11,26123887043
2024-01-06 00:00:00 UTC,44113.69973,8.63691E+11,29364675804
2024-01-07 00:00:00 UTC,43956.12072,8.61211E+11,11841102132
2024-01-08 00:00:00 UTC,43883.74388,8.56926E+11,15144653805
2024-01-09 00:00:00 UTC,46936.18556,9.19667E+11,40821502384
2024-01-10 00:00:00 UTC,46105.94608,9.02167E+11,39887918406
2024-01-11 00:00:00 UTC,46632.31315,9.15259E+11,52030057181
2024-01-12 00:00:00 UTC,46314.35554,9.09846E+11,49198128806
2024-01-13 00:00:00 UTC,42893.92961,8.38384E+11,45913301456
2024-01-14 00:00:00 UTC,42848.47452,8.39199E+11,19424747840
2024-01-15 00:00:00 UTC,41800.93282,8.22907E+11,16968959097
2024-01-16 00:00:00 UTC,42587.33604,8.35226E+11,22634527324
2024-01-17 00:00:00 UTC,43148.00164,8.45771E+11,22023116042
2024-01-18 00:00:00 UTC,42713.85919,8.36988E+11,21299064875
2024-01-19 00:00:00 UTC,41261.3948,8.08846E+11,25160430945
2024-01-20 00:00:00 UTC,41600.94093,8.15242E+11,24407872955
2024-01-21 00:00:00 UTC,41626.10711,8.17218E+11,9533488489
2024-01-22 00:00:00 UTC,41541.89946,8.14709E+11,8032696834
2024-01-23 00:00:00 UTC,39504.73006,7.75021E+11,31202848830
2024-01-24 00:00:00 UTC,39833.45411,7.79133E+11,29683327703
2024-01-25 00:00:00 UTC,40123.67106,7.86929E+11,22217129215
2024-01-26 00:00:00 UTC,39938.28644,7.83181E+11,13376924613
2024-01-27 00:00:00 UTC,41862.93561,8.2099E+11,22681602409
2024-01-28 00:00:00 UTC,42119.61049,8.26255E+11,10694258830
2024-01-29 00:00:00 UTC,42026.57856,8.2424E+11,13669905345
2024-01-30 00:00:00 UTC,43267.60928,8.49199E+11,20680322267
2024-01-31 00:00:00 UTC,42892.03453,8.39294E+11,24526664209
2024-02-01 00:00:00 UTC,42583.26355,8.35421E+11,22197944957
2024-02-02 00:00:00 UTC,43069.04342,8.44585E+11,22443682769
2024-02-03 00:00:00 UTC,43170.65856,8.46562E+11,18624791426
2024-02-04 00:00:00 UTC,42976.8483,8.42669E+11,7779819312
2024-02-05 00:00:00 UTC,42599.35997,8.35416E+11,11250814654
2024-02-06 00:00:00 UTC,42648.45692,8.36631E+11,18682275992
2024-02-07 00:00:00 UTC,43087.78741,8.45394E+11,17131113853
2024-02-08 00:00:00 UTC,44247.41542,8.68672E+11,21200879625
2024-02-09 00:00:00 UTC,45338.27119,8.90468E+11,27709605138
2024-02-10 00:00:00 UTC,47143.24299,9.25542E+11,41993952311
2024-02-11 00:00:00 UTC,47768.99525,9.38211E+11,16461159742
2024-02-12 00:00:00 UTC,48189.88179,9.4558E+11,13196875461
2024-02-13 00:00:00 UTC,50050.13609,9.81463E+11,37684440687
2024-02-14 00:00:00 UTC,49732.14537,9.74585E+11,37331081151
2024-02-15 00:00:00 UTC,51790.1693,1.0176E+12,41805076940
2024-02-16 00:00:00 UTC,51958.23029,1.02073E+12,31991869491
2024-02-17 00:00:00 UTC,52166.43431,1.02402E+12,24850432118
2024-02-18 00:00:00 UTC,51684.51749,1.01578E+12,19851884283
2024-02-19 00:00:00 UTC,52138.48579,1.02359E+12,17025880431
2024-02-20 00:00:00 UTC,51764.31319,1.01615E+12,22555121072
2024-02-21 00:00:00 UTC,52286.79373,1.02642E+12,34499627551
2024-02-22 00:00:00 UTC,51842.75677,1.01887E+12,30624246621
2024-02-23 00:00:00 UTC,51319.50013,1.00731E+12,23733644209
2024-02-24 00:00:00 UTC,50841.08109,9.9914E+11,22637679780
2024-02-25 00:00:00 UTC,51553.09671,1.01249E+12,15528276124
2024-02-26 00:00:00 UTC,51751.88405,1.01655E+12,15455098216
2024-02-27 00:00:00 UTC,54478.19108,1.07105E+12,35407941476
2024-02-28 00:00:00 UTC,57003.52674,1.11896E+12,51983799587
2024-02-29 00:00:00 UTC,62558.58202,1.22527E+12,87218855804
2024-03-01 00:00:00 UTC,61298.21686,1.20673E+12,67692687247
2024-03-02 00:00:00 UTC,62426.64053,1.22771E+12,36699193361
2024-03-03 00:00:00 UTC,62067.8668,1.21938E+12,25198213831
2024-03-04 00:00:00 UTC,63053.10544,1.23631E+12,27108369390
2024-03-05 00:00:00 UTC,68186.64593,1.33391E+12,74551714626
2024-03-06 00:00:00 UTC,64291.53656,1.26487E+12,96403762013
2024-03-07 00:00:00 UTC,66145.91928,1.29785E+12,73151905042
2024-03-08 00:00:00 UTC,66944.87639,1.31751E+12,48853892626
2024-03-09 00:00:00 UTC,68315.25192,1.34097E+12,63346588227
2024-03-10 00:00:00 UTC,68508.00396,1.34603E+12,21359706191
2024-03-11 00:00:00 UTC,69075.66688,1.35739E+12,36660543917
2024-03-12 00:00:00 UTC,72130.55301,1.41777E+12,66653067166
2024-03-13 00:00:00 UTC,71467.1735,1.40369E+12,64599341551
2024-03-14 00:00:00 UTC,73097.76703,1.43663E+12,51906601044
2024-03-15 00:00:00 UTC,71420.0318,1.40384E+12,63073551322
2024-03-16 00:00:00 UTC,69497.76319,1.36767E+12,81204427005
2024-03-17 00:00:00 UTC,65292.31329,1.2824E+12,49265436013
2024-03-18 00:00:00 UTC,68425.41566,1.34451E+12,47190980587
2024-03-19 00:00:00 UTC,67708.94361,1.33177E+12,51101822567
2024-03-20 00:00:00 UTC,62132.51738,1.22387E+12,80179417876
2024-03-21 00:00:00 UTC,67819.05571,1.33259E+12,70836803715
2024-03-22 00:00:00 UTC,65535.97845,1.28735E+12,48393664548
2024-03-23 00:00:00 UTC,63509.04497,1.24737E+12,42436600224
2024-03-24 00:00:00 UTC,64285.80279,1.26472E+12,25489933246
2024-03-25 00:00:00 UTC,67310.98327,1.32346E+12,28098318940
2024-03-26 00:00:00 UTC,69938.9453,1.3718E+12,44820310273
2024-03-27 00:00:00 UTC,70082.05122,1.37573E+12,36257324509
2024-03-28 00:00:00 UTC,69435.7504,1.36026E+12,41441040888
2024-03-29 00:00:00 UTC,70710.19535,1.39087E+12,30455289338
2024-03-30 00:00:00 UTC,69919.05546,1.37465E+12,25785951735
2024-03-31 00:00:00 UTC,69702.30875,1.37025E+12,16408802302
2024-04-01 00:00:00 UTC,71246.95144,1.40137E+12,19723005998
2024-04-02 00:00:00 UTC,69785.92504,1.37378E+12,36040088989
2024-04-03 00:00:00 UTC,65440.41923,1.28836E+12,45161133992
2024-04-04 00:00:00 UTC,66123.93854,1.30167E+12,35559952962
2024-04-05 00:00:00 UTC,68542.17715,1.34846E+12,37516850710
2024-04-06 00:00:00 UTC,67978.61023,1.33745E+12,35132808696
2024-04-07 00:00:00 UTC,69000.64992,1.35855E+12,19119438139
2024-04-08 00:00:00 UTC,69401.97361,1.36727E+12,17935478429
2024-04-09 00:00:00 UTC,71624.18486,1.41032E+12,33111949671
2024-04-10 00:00:00 UTC,69158.64381,1.36183E+12,36488482039
2024-04-11 00:00:00 UTC,70527.88998,1.38772E+12,38378062633
2024-04-12 00:00:00 UTC,70106.66413,1.37932E+12,30118549150
2024-04-13 00:00:00 UTC,67252.10504,1.32165E+12,43471949726
2024-04-14 00:00:00 UTC,64404.82549,1.27001E+12,49214481480
2024-04-15 00:00:00 UTC,65752.66005,1.29329E+12,40292911693
2024-04-16 00:00:00 UTC,63430.57146,1.24793E+12,42796604938
2024-04-17 00:00:00 UTC,63720.50159,1.25367E+12,42157169474
2024-04-18 00:00:00 UTC,61328.89799,1.20719E+12,41123362076
2024-04-19 00:00:00 UTC,63461.5927,1.24957E+12,35901618166
2024-04-20 00:00:00 UTC,63988.81847,1.26331E+12,52227787324
2024-04-21 00:00:00 UTC,64894.41869,1.27794E+12,16601830591
2024-04-22 00:00:00 UTC,64936.42076,1.27976E+12,19592118541
2024-04-23 00:00:00 UTC,66841.66685,1.31706E+12,27748586313
2024-04-24 00:00:00 UTC,66406.95244,1.30684E+12,23232230785
2024-04-25 00:00:00 UTC,64279.51813,1.26554E+12,30939903322
2024-04-26 00:00:00 UTC,64486.18336,1.26939E+12,24705345526
2024-04-27 00:00:00 UTC,63802.33005,1.25554E+12,23302057198
2024-04-28 00:00:00 UTC,63517.24874,1.2495E+12,19190483386
2024-04-29 00:00:00 UTC,63030.43362,1.24072E+12,16180294651
2024-04-30 00:00:00 UTC,63797.67964,1.25716E+12,27242983698
2024-05-01 00:00:00 UTC,60749.47209,1.19777E+12,39533113322
2024-05-02 00:00:00 UTC,58297.57408,1.15168E+12,51109380172
2024-05-03 00:00:00 UTC,59135.17336,1.16472E+12,28255509745
2024-05-04 00:00:00 UTC,62839.34074,1.23982E+12,33591665812
2024-05-05 00:00:00 UTC,63820.4519,1.25755E+12,20510614461
2024-05-06 00:00:00 UTC,64010.00865,1.25967E+12,18115695040
2024-05-07 00:00:00 UTC,63172.4813,1.24442E+12,17917770174
2024-05-08 00:00:00 UTC,62363.05719,1.22934E+12,19925137721
2024-05-09 00:00:00 UTC,61215.50401,1.20392E+12,20303831135
2024-05-10 00:00:00 UTC,63148.59994,1.24091E+12,25837724248
2024-05-11 00:00:00 UTC,60888.21675,1.19939E+12,23987518755
2024-05-12 00:00:00 UTC,60776.97208,1.1971E+12,12120618802
2024-05-13 00:00:00 UTC,61507.054,1.21128E+12,13045696109
2024-05-14 00:00:00 UTC,62878.7833,1.23899E+12,27740460084
2024-05-15 00:00:00 UTC,61569.11301,1.213E+12,21581895152
2024-05-16 00:00:00 UTC,66220.51831,1.30705E+12,38101793065
2024-05-17 00:00:00 UTC,65260.8798,1.28628E+12,29114585833
2024-05-18 00:00:00 UTC,67053.12327,1.31924E+12,25397793919
2024-05-19 00:00:00 UTC,66912.61861,1.31993E+12,13025487676
2024-05-20 00:00:00 UTC,66252.7126,1.30473E+12,9072734600
2024-05-21 00:00:00 UTC,71430.297,1.40629E+12,35923476641
2024-05-22 00:00:00 UTC,70189.83582,1.38228E+12,41105056578
2024-05-23 00:00:00 UTC,69181.20086,1.36223E+12,31059440496
2024-05-24 00:00:00 UTC,67906.46534,1.33635E+12,39235702119
2024-05-25 00:00:00 UTC,68539.91647,1.35076E+12,28127411967
2024-05-26 00:00:00 UTC,69268.44559,1.364E+12,15929396750
2024-05-27 00:00:00 UTC,68508.83111,1.34935E+12,11243743771
2024-05-28 00:00:00 UTC,69367.23872,1.36693E+12,18983806932
2024-05-29 00:00:00 UTC,68316.63588,1.34754E+12,31278122196
2024-05-30 00:00:00 UTC,67577.26559,1.33173E+12,24320692138
2024-05-31 00:00:00 UTC,68372.49288,1.34615E+12,25344376898
2024-06-01 00:00:00 UTC,67474.95484,1.33161E+12,19685305476
2024-06-02 00:00:00 UTC,67704.32642,1.33365E+12,10724053325
2024-06-03 00:00:00 UTC,67740.0169,1.33593E+12,16137350588
2024-06-04 00:00:00 UTC,68808.29369,1.35548E+12,29862293750
2024-06-05 00:00:00 UTC,70600.01117,1.39085E+12,31561053725
2024-06-06 00:00:00 UTC,71184.59943,1.4003E+12,32560403315
2024-06-07 00:00:00 UTC,70759.58819,1.39488E+12,23612879690
2024-06-08 00:00:00 UTC,69325.36239,1.36637E+12,18597495570
2024-06-09 00:00:00 UTC,69315.10412,1.36607E+12,10688301508
2024-06-10 00:00:00 UTC,69654.16074,1.37256E+12,10461044041
2024-06-11 00:00:00 UTC,69493.17761,1.36938E+12,19335866774
2024-06-12 00:00:00 UTC,67329.15233,1.32767E+12,38513044383
2024-06-13 00:00:00 UTC,68224.51968,1.34524E+12,36027809551
2024-06-14 00:00:00 UTC,66700.31697,1.31716E+12,29654777884
2024-06-15 00:00:00 UTC,66011.07874,1.30195E+12,27966992833
2024-06-16 00:00:00 UTC,66190.48749,1.30437E+12,13472726245
2024-06-17 00:00:00 UTC,66615.53782,1.31385E+12,12650130204
2024-06-18 00:00:00 UTC,66460.38898,1.30933E+12,29409728999
2024-06-19 00:00:00 UTC,65109.31481,1.2823E+12,41386972050
2024-06-20 00:00:00 UTC,64907.07461,1.2787E+12,21680698981
2024-06-21 00:00:00 UTC,64844.67442,1.27932E+12,26001551475
2024-06-22 00:00:00 UTC,64071.62428,1.26326E+12,24694310199
2024-06-23 00:00:00 UTC,64239.90349,1.26634E+12,6340606686
2024-06-24 00:00:00 UTC,63221.35738,1.24819E+12,10748270932
2024-06-25 00:00:00 UTC,60363.23498,1.18896E+12,42036553107
2024-06-26 00:00:00 UTC,61770.41387,1.21794E+12,21105562262
2024-06-27 00:00:00 UTC,60749.89619,1.19821E+12,22908540919
2024-06-28 00:00:00 UTC,61562.64533,1.21393E+12,18855138893
2024-06-29 00:00:00 UTC,60317.09698,1.18957E+12,24399416695
2024-06-30 00:00:00 UTC,60864.44316,1.19979E+12,11435110884
2024-07-01 00:00:00 UTC,62734.39384,1.23668E+12,17373592048
2024-07-02 00:00:00 UTC,62819.82227,1.2388E+12,25573074911
2024-07-03 00:00:00 UTC,62042.56504,1.2229E+12,18100530102
2024-07-04 00:00:00 UTC,60244.68076,1.18694E+12,30348692427
2024-07-05 00:00:00 UTC,57189.17412,1.13012E+12,43112005395
2024-07-06 00:00:00 UTC,56739.86285,1.11849E+12,60081357583
2024-07-07 00:00:00 UTC,58230.48415,1.14718E+12,21293913671
2024-07-08 00:00:00 UTC,55880.37538,1.10045E+12,20211914621
2024-07-09 00:00:00 UTC,56665.14073,1.11762E+12,41614266908
2024-07-10 00:00:00 UTC,57988.30351,1.14479E+12,28413854577
2024-07-11 00:00:00 UTC,57704.20228,1.13935E+12,25987656347
2024-07-12 00:00:00 UTC,57388.19248,1.13028E+12,29196653599
2024-07-13 00:00:00 UTC,57899.28896,1.14157E+12,25504482306
2024-07-14 00:00:00 UTC,59152.71914,1.16837E+12,16765547593
2024-07-15 00:00:00 UTC,60942.32774,1.20406E+12,21295520564
2024-07-16 00:00:00 UTC,64835.48973,1.27781E+12,37810068493
2024-07-17 00:00:00 UTC,65162.23625,1.2849E+12,40914441633
2024-07-18 00:00:00 UTC,64136.31384,1.26602E+12,33459451714
2024-07-19 00:00:00 UTC,63959.56901,1.26146E+12,25976148879
2024-07-20 00:00:00 UTC,66689.54881,1.31615E+12,36994610752
2024-07-21 00:00:00 UTC,67206.06471,1.32566E+12,17353396168
2024-07-22 00:00:00 UTC,68088.13996,1.34335E+12,27078771828
2024-07-23 00:00:00 UTC,67607.7134,1.3332E+12,43157593652
2024-07-24 00:00:00 UTC,65942.41747,1.30096E+12,36100536095
2024-07-25 00:00:00 UTC,65403.53513,1.29045E+12,28680123270
2024-07-26 00:00:00 UTC,65749.96362,1.29713E+12,35836896136
2024-07-27 00:00:00 UTC,67920.29649,1.33993E+12,30821370069
2024-07-28 00:00:00 UTC,68055.40839,1.34289E+12,30976752617
2024-07-29 00:00:00 UTC,68242.24744,1.34626E+12,17175244020
2024-07-30 00:00:00 UTC,66770.32092,1.31758E+12,42529043667
2024-07-31 00:00:00 UTC,66219.05102,1.30676E+12,28892376511
2024-08-01 00:00:00 UTC,64679.77865,1.2754E+12,31403681581
2024-08-02 00:00:00 UTC,65357.52961,1.28916E+12,38911302448
2024-08-03 00:00:00 UTC,61407.29547,1.21185E+12,39004321616
2024-08-04 00:00:00 UTC,60738.74493,1.19796E+12,32885545024
2024-08-05 00:00:00 UTC,58006.20659,1.14785E+12,33664501541
2024-08-06 00:00:00 UTC,53956.26184,1.06489E+12,1.20246E+11
2024-08-07 00:00:00 UTC,55959.84107,1.10402E+12,52620100833
2024-08-08 00:00:00 UTC,55099.95181,1.08857E+12,41605918903
2024-08-09 00:00:00 UTC,61859.0316,1.21834E+12,49201548320
2024-08-10 00:00:00 UTC,60912.58853,1.1983E+12,33804208928
2024-08-11 00:00:00 UTC,60887.70862,1.20182E+12,13418919090
2024-08-12 00:00:00 UTC,58804.2345,1.15915E+12,21715994493
2024-08-13 00:00:00 UTC,59350.07433,1.17144E+12,39403296386
2024-08-14 00:00:00 UTC,60601.22318,1.1958E+12,31955576195
2024-08-15 00:00:00 UTC,58739.19382,1.15948E+12,28079911398
2024-08-16 00:00:00 UTC,57624.11693,1.13714E+12,33490251842
2024-08-17 00:00:00 UTC,58881.92579,1.16272E+12,30368238897
2024-08-18 00:00:00 UTC,59430.79163,1.17327E+12,12467437134
2024-08-19 00:00:00 UTC,58438.29374,1.15622E+12,17656027564
2024-08-20 00:00:00 UTC,59574.94581,1.17606E+12,24031330179
2024-08-21 00:00:00 UTC,59060.1261,1.16609E+12,31470716091
2024-08-22 00:00:00 UTC,61144.68763,1.2071E+12,32960965011
2024-08-23 00:00:00 UTC,60387.54062,1.19231E+12,28170302506
2024-08-24 00:00:00 UTC,64049.68562,1.26192E+12,45038665759
2024-08-25 00:00:00 UTC,64157.16061,1.26496E+12,22029153446
2024-08-26 00:00:00 UTC,64265.81631,1.26929E+12,17875230147
